,SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,AMT_BALANCE,AMT_CREDIT_LIMIT_ACTUAL,AMT_DRAWINGS_ATM_CURRENT,AMT_DRAWINGS_CURRENT,AMT_DRAWINGS_OTHER_CURRENT,AMT_DRAWINGS_POS_CURRENT,AMT_INST_MIN_REGULARITY,AMT_PAYMENT_CURRENT,AMT_PAYMENT_TOTAL_CURRENT,AMT_RECEIVABLE_PRINCIPAL,AMT_RECIVABLE,AMT_TOTAL_RECEIVABLE,CNT_DRAWINGS_ATM_CURRENT,CNT_DRAWINGS_CURRENT,CNT_DRAWINGS_OTHER_CURRENT,CNT_DRAWINGS_POS_CURRENT,CNT_INSTALMENT_MATURE_CUM,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
669241,1079109,281380,-8,0.0,45000,0.0,0.0,0.0,0.0,0.0,385.155,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,Active,0,0
1181940,2761859,236282,-53,0.0,0,0.0,0.0,0.0,0.0,0.0,1404.36,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,Active,0,0
1690511,1793534,236456,-66,49813.74,67500,0.0,0.0,0.0,0.0,3375.0,0.0,0.0,46338.255,49813.74,49813.74,0.0,0,0.0,0.0,33.0,Active,1,1
1488053,2106825,124744,-44,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2728106,2009979,384253,-82,104524.65,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,100460.25,104524.65,104524.65,0.0,0,0.0,0.0,7.0,Active,0,0
1313390,1727780,352012,-27,0.0,292500,0.0,0.0,0.0,0.0,0.0,800.685,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25.0,Active,0,0
1409276,2177148,154880,-7,191973.825,270000,0.0,0.0,0.0,0.0,10250.325,18000.0,18000.0,187006.455,191973.825,191973.825,0.0,0,0.0,0.0,33.0,Active,0,0
2166554,2239413,235076,-40,0.0,0,0.0,0.0,0.0,0.0,0.0,250.965,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
1636129,1565882,395602,-4,0.0,0,0.0,0.0,0.0,0.0,0.0,131.58,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,63.0,Active,0,0
2282817,1799934,161928,-2,189942.075,180000,1575.0,1575.0,0.0,0.0,9382.5,9450.0,9450.0,179775.135,186856.785,186856.785,1.0,1,0.0,0.0,3.0,Active,0,0
2684128,1380858,186717,-6,119594.565,157500,0.0,0.0,0.0,0.0,7875.0,9000.0,9000.0,115354.62,119594.565,119594.565,0.0,0,0.0,0.0,84.0,Active,0,0
802334,1537845,443295,-2,0.0,9000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
884963,2164562,259617,-53,0.0,180000,0.0,0.0,0.0,0.0,0.0,175.545,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,Active,0,0
881502,2026912,168741,-5,177977.835,180000,0.0,0.0,0.0,0.0,8957.88,9000.0,9000.0,170157.555,177532.335,177532.335,0.0,0,0.0,0.0,8.0,Active,0,0
2266187,1262944,125496,-45,183682.8,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,178131.87,183682.8,183682.8,0.0,0,0.0,0.0,56.0,Active,0,0
3295443,1766099,364260,-21,239493.6,450000,0.0,0.0,0.0,0.0,13206.24,14400.0,14400.0,235324.575,241469.865,241469.865,0.0,0,0.0,0.0,7.0,Active,0,0
817942,1330831,151639,-12,0.0,0,0.0,0.0,0.0,0.0,0.0,1716.525,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19.0,Active,0,0
1426838,1641399,308217,-11,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2774330,1217628,112928,-80,0.0,67500,0.0,0.0,0.0,0.0,0.0,2.295,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15.0,Active,0,0
1726408,1105537,270254,-2,451716.795,450000,0.0,0.0,0.0,0.0,23201.325,23400.0,23400.0,440626.77,451716.795,451716.795,0.0,0,0.0,0.0,44.0,Active,0,0
2562401,1452765,210353,-24,0.0,90000,0.0,0.0,0.0,0.0,0.0,68.085,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,49.0,Active,0,0
523498,1461107,444869,-22,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
3136676,2662415,279341,-13,0.0,0,0.0,0.0,0.0,0.0,2250.0,1.935,1.935,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,Active,0,0
3414817,1042124,159411,-18,0.0,135000,0.0,0.0,0.0,0.0,0.0,211.05,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,42.0,Active,0,0
1091827,1171441,108548,-10,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1426056,2411458,331282,-89,0.0,135000,0.0,0.0,0.0,0.0,0.0,1776.42,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,Active,0,0
1542939,1927791,444285,-18,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
86588,2671336,261814,-14,0.0,0,0.0,0.0,0.0,0.0,0.0,3.735,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,Active,0,0
2445138,1290656,281019,-10,0.0,180000,0.0,71835.075,0.0,71835.075,0.0,60750.0,57710.295,0.0,0.0,0.0,0.0,32,0.0,32.0,4.0,Active,0,0
1829782,2773450,128095,-4,0.0,247500,0.0,0.0,0.0,0.0,0.0,18.9,18.9,0.0,0.0,0.0,0.0,0,0.0,0.0,35.0,Active,0,0
687399,1244009,356858,-55,0.0,0,0.0,0.0,0.0,0.0,0.0,340.56,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,Active,0,0
113230,2050340,321259,-56,263647.98,270000,0.0,0.0,0.0,0.0,13500.0,13500.0,13500.0,253123.74,263647.98,263647.98,0.0,0,0.0,0.0,32.0,Active,0,0
3532374,1787378,166552,-96,0.0,67500,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1600909,1126367,436719,-4,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
3274491,1007326,244053,-21,0.0,90000,0.0,0.0,0.0,0.0,0.0,348.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,66.0,Active,0,0
1419128,2028618,153251,-5,0.0,112500,0.0,0.0,0.0,0.0,593.91,1698.12,1698.12,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,Active,0,0
3555734,2404398,304734,-48,174452.76,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,167402.43,174452.76,174452.76,0.0,0,0.0,0.0,30.0,Active,0,0
1351769,2436787,253937,-8,0.0,45000,0.0,0.0,0.0,0.0,0.0,2963.205,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,48.0,Active,0,0
1365274,1870687,361814,-11,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2214263,1956366,305584,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,1728.585,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,Active,0,0
2697786,1105523,231473,-16,0.0,157500,0.0,0.0,0.0,0.0,0.0,519.66,519.66,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,Active,0,0
3386794,2261519,427007,-84,55601.235,67500,0.0,0.0,0.0,0.0,3375.0,6750.0,6750.0,53262.855,55601.235,55601.235,0.0,0,0.0,0.0,3.0,Active,0,0
1801771,1263502,413586,-71,30256.74,45000,54000.0,54000.0,0.0,0.0,,27000.0,27000.0,27000.0,30256.74,30256.74,2.0,2,0.0,0.0,,Active,0,0
913568,2713203,334229,-13,0.0,450000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
3294415,1262027,120823,-48,161263.665,157500,10350.0,10350.0,0.0,0.0,7875.0,9000.0,9000.0,154039.05,161263.665,161263.665,1.0,1,0.0,0.0,40.0,Active,0,0
416145,2528026,200216,-18,0.0,0,0.0,0.0,0.0,0.0,0.0,1898.235,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
1171189,2032117,355450,-65,404.145,112500,0.0,0.0,0.0,0.0,5625.0,36900.0,36900.0,0.0,0.0,0.0,0.0,0,0.0,0.0,27.0,Active,0,0
1112504,2115861,378039,-16,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,21.0,Completed,0,0
1233907,2516582,133911,-6,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
89844,1776400,335992,-23,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
893276,2256957,194112,-64,92165.04,90000,0.0,5041.8,0.0,5041.8,4500.0,0.0,0.0,86732.28,92165.04,92165.04,0.0,2,0.0,2.0,23.0,Active,1,1
1257461,1545224,101960,-16,0.0,67500,0.0,0.0,0.0,0.0,0.0,965.7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,41.0,Active,0,0
2337526,2457795,259609,-62,0.0,0,0.0,0.0,0.0,0.0,0.0,2850.3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
3596470,1316420,136099,-76,0.0,135000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
126066,1812439,198419,-38,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,Active,0,0
1873457,1776396,154565,-22,160.245,112500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.745,92.745,0.0,0,0.0,0.0,41.0,Active,643,0
2426237,2257755,288026,-44,182022.435,225000,25650.0,25650.0,0.0,0.0,11250.0,31500.0,20250.0,177726.915,181747.395,181747.395,2.0,2,0.0,0.0,5.0,Active,0,0
2247662,2682433,304596,-8,78955.245,90000,0.0,0.0,0.0,0.0,4459.86,4500.0,160.245,77795.415,78955.245,78955.245,0.0,0,0.0,0.0,5.0,Active,0,0
230011,2599955,323426,-68,140622.795,135000,9000.0,9000.0,0.0,0.0,8100.0,8100.0,8100.0,134297.505,140622.795,140622.795,1.0,1,0.0,0.0,35.0,Active,0,0
1050406,1029784,438125,-81,96262.02,135000,54000.0,54000.0,0.0,0.0,8100.0,8100.0,8100.0,90373.68,96262.02,96262.02,4.0,4,0.0,0.0,20.0,Active,0,0
1780286,1937981,199609,-3,0.0,225000,0.0,0.0,0.0,0.0,0.0,64.845,64.845,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,Active,0,0
3744697,1034340,118906,-85,13036.95,67500,0.0,0.0,0.0,0.0,3375.0,3375.0,3375.0,11730.645,13036.95,13036.95,0.0,0,0.0,0.0,6.0,Active,0,0
756352,2186667,371491,-8,56835.675,90000,36000.0,60705.0,0.0,24705.0,0.0,4500.0,2250.0,53412.615,53694.675,53694.675,3.0,4,0.0,1.0,0.0,Active,0,0
403276,1388818,279825,-23,132369.3,135000,0.0,0.0,0.0,0.0,8100.0,8775.0,8775.0,127130.445,132369.3,132369.3,0.0,0,0.0,0.0,76.0,Active,0,0
1764768,1648241,378622,-35,158708.88,157500,0.0,17998.965,0.0,17998.965,7095.78,7200.0,7200.0,152714.97,158708.88,158708.88,0.0,1,0.0,1.0,4.0,Active,0,0
1583078,1595776,105500,-5,46349.55,45000,0.0,1026.0,0.0,1026.0,2274.075,2512.215,2512.215,43995.465,45340.29,45340.29,0.0,1,0.0,1.0,3.0,Active,0,0
3352880,2184721,273203,-12,184641.75,180000,1350.0,1350.0,0.0,0.0,9404.685,9675.0,9675.0,179768.43,183296.25,183296.25,1.0,1,0.0,0.0,3.0,Active,0,0
2310086,1105542,222998,-16,0.0,180000,0.0,0.0,0.0,0.0,0.0,7444.665,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,72.0,Active,0,0
2022512,2767037,133220,-89,53826.795,135000,13500.0,13500.0,0.0,0.0,8100.0,9000.0,9000.0,51234.165,53826.795,53826.795,1.0,1,0.0,0.0,1.0,Active,0,0
2964657,2274338,385392,-76,94463.91,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,90607.725,94463.91,94463.91,0.0,0,0.0,0.0,8.0,Active,0,0
1607621,1614845,366700,-28,0.0,135000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18.0,Completed,0,0
3511406,2357027,307527,-47,67.5,157500,0.0,0.0,0.0,0.0,1967.445,2124.72,0.0,0.0,-89.775,-89.775,0.0,0,0.0,0.0,33.0,Active,0,0
586321,1103410,259147,-72,135752.355,135000,13500.0,13500.0,0.0,0.0,6750.0,9000.0,9000.0,129486.555,135752.355,135752.355,2.0,2,0.0,0.0,26.0,Active,0,0
2815895,1685614,324089,-38,0.0,0,0.0,0.0,0.0,0.0,0.0,4654.26,0.0,0.0,-4654.26,-4654.26,0.0,0,0.0,0.0,16.0,Active,0,0
3826097,2054546,221762,-18,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
3188649,2407828,293856,-5,590259.51,675000,90000.0,175778.505,0.0,85778.505,8144.28,4979.7,4979.7,579213.585,587568.51,587568.51,1.0,13,0.0,12.0,1.0,Active,0,0
1135428,1259465,427015,-83,79118.235,135000,9000.0,9000.0,0.0,0.0,8100.0,9000.0,9000.0,75263.895,79118.235,79118.235,1.0,1,0.0,0.0,26.0,Active,0,0
1647358,1981139,266145,-74,34884.18,67500,18000.0,18000.0,0.0,0.0,3375.0,18000.0,18000.0,30756.285,34884.18,34884.18,4.0,4,0.0,0.0,20.0,Active,0,0
3231769,1974554,178139,-76,0.0,180000,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,Active,0,0
426366,1993896,192874,-35,466325.145,450000,292500.0,292500.0,0.0,0.0,8162.955,13500.0,13500.0,442259.055,450179.145,450179.145,12.0,12,0.0,0.0,1.0,Active,0,0
2257094,1243965,121891,-9,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
726360,2127443,281330,-15,16762.635,45000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,15554.385,16762.635,16762.635,0.0,0,0.0,0.0,82.0,Active,0,0
3669813,1210861,451130,-46,0.0,180000,0.0,0.0,0.0,0.0,0.0,271.845,0.0,0.0,-271.845,-271.845,0.0,0,0.0,0.0,8.0,Active,0,0
693075,2356277,276526,-12,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2182935,2559931,280978,-31,283634.1,427500,101250.0,101250.0,0.0,0.0,10768.32,22500.0,22500.0,271615.95,278382.6,278382.6,4.0,4,0.0,0.0,14.0,Active,0,0
1320937,1126365,152179,-28,0.0,90000,0.0,0.0,0.0,0.0,0.0,199.35,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,31.0,Active,0,0
946623,1211160,244446,-20,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19.0,Completed,0,0
2356215,1811461,367037,-23,0.0,0,0.0,0.0,0.0,0.0,0.0,1998.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,Active,0,0
903213,1210886,329086,-10,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
997894,2403458,308960,-4,0.0,135000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1385386,1370458,228279,-49,86966.595,180000,0.0,0.0,0.0,0.0,9000.0,0.0,0.0,77443.83,86966.595,86966.595,0.0,0,0.0,0.0,34.0,Active,1,1
2252199,1776408,308082,-3,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
2757286,2533505,332037,-52,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
2455959,1318556,381338,-29,0.0,90000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
285102,2762268,121798,-17,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
3189499,2074209,297985,-36,0.0,0,0.0,0.0,0.0,0.0,0.0,136.62,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,Active,0,0
3264140,1215887,212672,-74,0.0,90000,0.0,0.0,0.0,0.0,0.0,1211.355,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
28010,2709702,358649,-13,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2006771,1975071,272713,-16,0.0,0,0.0,0.0,0.0,0.0,0.0,429.57,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,Active,0,0
3417922,1665560,238490,-18,219102.57,270000,225000.0,225000.0,0.0,0.0,0.0,16036.245,16036.245,208963.755,212375.07,212375.07,5.0,5,0.0,0.0,3.0,Active,0,0
1967417,1037751,310674,-23,177260.31,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,170341.74,177260.31,177260.31,0.0,0,0.0,0.0,72.0,Active,0,0
2214381,1121838,442728,-48,138892.545,135000,0.0,1983.285,0.0,1983.285,6750.0,6750.0,6750.0,134555.13,138892.545,138892.545,0.0,7,0.0,7.0,43.0,Active,0,0
2889717,2664953,327484,-42,0.0,0,0.0,0.0,0.0,0.0,0.0,2540.07,0.0,0.0,-2540.07,-2540.07,0.0,0,0.0,0.0,13.0,Active,0,0
1723363,2028497,410255,-35,0.0,135000,0.0,0.0,0.0,0.0,0.0,394.605,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
2230057,1211161,192881,-89,65515.41,67500,0.0,0.0,0.0,0.0,3375.0,4500.0,4500.0,63463.95,65515.41,65515.41,0.0,0,0.0,0.0,5.0,Active,0,0
2330997,1003876,122090,-72,0.0,135000,0.0,0.0,0.0,0.0,0.0,548.82,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,Active,0,0
1432946,2773438,378848,-53,44145.135,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,42016.5,44145.135,44145.135,0.0,0,0.0,0.0,22.0,Active,0,0
1418569,1182047,352938,-17,0.0,135000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Signed,0,0
852902,2558021,278118,-49,170003.385,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,163338.885,170003.385,170003.385,0.0,0,0.0,0.0,25.0,Active,0,0
1054201,1827037,364474,-10,75182.445,315000,18000.0,18000.0,0.0,0.0,0.0,3915.0,0.855,58500.0,70920.945,70920.945,2.0,2,0.0,0.0,0.0,Active,0,0
1614580,1675640,420462,-17,46950.93,270000,6750.0,46151.055,0.0,39401.055,0.0,4500.0,2250.0,46841.76,46950.93,46950.93,1.0,4,0.0,3.0,15.0,Active,0,0
2751907,2700785,185008,-65,70127.865,67500,9000.0,9000.0,0.0,0.0,3375.0,3375.0,3375.0,66154.275,70127.865,70127.865,1.0,1,0.0,0.0,28.0,Active,0,0
1204410,1189881,290502,-47,0.0,0,0.0,0.0,0.0,0.0,0.0,271.575,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,16.0,Active,0,0
3740709,1104391,150696,-7,0.0,135000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,43.0,Completed,0,0
3759908,2809727,103402,-44,0.0,0,0.0,0.0,0.0,0.0,0.0,441.99,0.0,0.0,-441.99,-441.99,0.0,0,0.0,0.0,25.0,Active,0,0
3614862,2317011,204058,-61,0.0,0,0.0,0.0,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,21.0,Active,0,0
3452383,1705844,325381,-34,0.0,360000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1819198,1060407,322815,-4,0.0,765000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
150997,1839809,396428,-25,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1695222,2353774,296541,-9,0.0,0,0.0,0.0,0.0,0.0,2250.0,831.6,831.6,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,Active,0,0
2346898,1710426,180912,-23,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2644104,2051766,365131,-51,132274.53,135000,3600.0,3600.0,0.0,0.0,9450.0,9000.0,9000.0,125750.025,131154.03,131154.03,1.0,1,0.0,0.0,6.0,Active,0,0
2594809,1443668,310211,-18,0.0,54000,0.0,0.0,0.0,0.0,0.0,4.86,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.0,Active,0,0
555604,1045669,308537,-38,0.0,180000,0.0,0.0,0.0,0.0,0.0,36.27,36.27,0.0,0.0,0.0,0.0,0,0.0,0.0,45.0,Active,0,0
435831,1877697,301363,-48,92413.305,135000,0.0,0.0,0.0,0.0,9450.0,9450.0,9450.0,88168.41,92413.305,92413.305,0.0,0,0.0,0.0,9.0,Active,0,0
807143,2113367,155247,-2,0.0,135000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1406895,2248468,343107,-18,0.0,180000,0.0,0.0,0.0,0.0,0.0,341.91,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,23.0,Active,0,0
1514061,2382996,405883,-96,92490.21,90000,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,87210.0,92490.21,92490.21,0.0,0,0.0,0.0,1.0,Active,1,1
3768471,1620147,311145,-80,107799.705,135000,0.0,0.0,0.0,0.0,8100.0,9000.0,9000.0,103414.32,107799.705,107799.705,0.0,0,0.0,0.0,31.0,Active,0,0
1046681,2477341,163944,-24,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2836163,2563064,148586,-13,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1277501,1041937,383176,-34,0.0,225000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
3173409,1761000,386098,-47,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1660827,1944610,312901,-2,18968.085,225000,0.0,19032.12,0.0,19032.12,0.0,0.0,0.0,18968.085,18968.085,18968.085,0.0,7,0.0,7.0,13.0,Active,0,0
644825,2678424,448746,-35,0.0,0,0.0,0.0,0.0,0.0,0.0,331.785,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,Active,0,0
3534699,2724955,113946,-38,0.0,67500,0.0,0.0,0.0,0.0,0.0,10.62,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,34.0,Active,0,0
2667090,2761073,109411,-70,0.0,67500,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1610280,2407372,306419,-8,119760.93,135000,0.0,0.0,0.0,0.0,6381.315,13500.0,7258.635,118077.615,119760.93,119760.93,0.0,0,0.0,0.0,8.0,Active,0,0
2451247,2349842,335503,-78,31920.57,36000,0.0,0.0,0.0,0.0,2520.0,0.0,0.0,29456.055,31920.57,31920.57,0.0,0,0.0,0.0,2.0,Active,1,1
3394164,2819690,342631,-22,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1746878,1521813,186117,-89,94836.33,180000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,90000.0,94836.33,94836.33,0.0,0,0.0,0.0,1.0,Active,0,0
241284,1006925,311266,-17,0.0,90000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,42.0,Completed,0,0
657412,1610880,407597,-15,0.0,270000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1785254,1640755,388810,-42,141125.94,225000,0.0,0.0,0.0,0.0,11250.0,11250.0,0.0,139619.7,142696.305,142696.305,0.0,0,0.0,0.0,5.0,Active,0,0
690128,2721128,347737,-46,67.5,112500,0.0,0.0,0.0,0.0,86.22,981.495,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,36.0,Active,0,0
2153028,2476557,289791,-66,0.0,0,0.0,0.0,0.0,0.0,0.0,17.73,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18.0,Active,0,0
3487665,1999619,263015,-88,78707.295,135000,0.0,0.0,0.0,0.0,6750.0,67500.0,67500.0,74841.615,78707.295,78707.295,0.0,0,0.0,0.0,3.0,Active,0,0
2223399,1517232,221247,-25,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2785026,1946494,181350,-25,0.0,112500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,31.0,Active,0,0
881250,2353580,325849,-14,200683.485,225000,0.0,130.5,0.0,130.5,10333.755,11250.0,11250.0,195555.375,200683.485,200683.485,0.0,1,0.0,1.0,12.0,Active,0,0
2712338,1743014,241945,-33,67117.545,112500,0.0,0.0,0.0,0.0,7875.0,15750.0,7875.0,65940.93,68081.985,68081.985,0.0,0,0.0,0.0,23.0,Active,0,0
3208053,1927750,337558,-71,114040.35,112500,16650.0,16650.0,0.0,0.0,5625.0,5625.0,5625.0,108729.9,114040.35,114040.35,1.0,1,0.0,0.0,16.0,Active,0,0
3156191,2584547,385404,-52,0.0,0,0.0,0.0,0.0,0.0,0.0,194.49,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,Active,0,0
169493,2238928,213199,-4,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
2756590,1026690,387439,-39,0.0,112500,0.0,0.0,0.0,0.0,0.0,742.185,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,Active,0,0
1346199,1939839,234204,-3,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1086938,2356210,286272,-75,0.0,67500,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
894713,2794212,444753,-7,0.0,67500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,50.0,Completed,0,0
1201410,1082624,171457,-12,0.0,45000,0.0,0.0,0.0,0.0,0.0,1288.215,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,44.0,Active,0,0
1602689,1424819,445702,-38,182308.86,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,176760.945,182308.86,182308.86,0.0,0,0.0,0.0,35.0,Active,0,0
466757,1618003,338718,-94,0.0,135000,0.0,0.0,0.0,0.0,85.32,3778.74,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,Active,0,0
755059,1083610,372394,-16,0.0,90000,0.0,0.0,0.0,0.0,130.5,132.75,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,54.0,Active,0,0
2423272,2525383,141592,-12,0.0,45000,0.0,0.0,0.0,0.0,0.0,2639.835,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,34.0,Active,0,0
