,SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
493713,304367,5095348,Closed,currency 1,-1341,0,-975.0,-1203.0,,0,141345.0,0.0,,0.0,Consumer credit,-1201,26617.5
54875,439241,5232215,Active,currency 1,-341,0,,,0.0,0,148500.0,0.0,148500.0,0.0,Credit card,-32,
594256,310778,6779128,Closed,currency 1,-289,0,76.0,-258.0,,0,86553.0,0.0,,0.0,Consumer credit,-157,
555891,225491,6396167,Active,currency 1,-259,0,1567.0,,0.0,0,3978000.0,3687397.515,0.0,0.0,Consumer credit,-44,0.0
873588,423746,6278984,Active,currency 1,-521,0,940.0,,,0,508500.0,374035.5,0.0,0.0,Consumer credit,-34,14544.0
1640762,276287,5550239,Closed,currency 1,-512,0,585.0,-209.0,5584.5,0,1553787.0,,,0.0,Car loan,-209,
355242,266938,5545176,Active,currency 1,-1166,0,,,,0,7125097.5,,,0.0,Mortgage,-200,
206241,164330,6573013,Closed,currency 1,-327,0,-144.0,-144.0,0.0,0,42862.5,0.0,0.0,0.0,Consumer credit,-140,
490546,447058,5091582,Closed,currency 1,-1126,0,-883.0,-883.0,,0,110542.5,0.0,,0.0,Consumer credit,-879,0.0
1018811,393171,5985611,Closed,currency 1,-782,0,-506.0,-506.0,0.0,0,76387.5,0.0,0.0,0.0,Consumer credit,-506,
41522,112515,5211541,Active,currency 1,-354,0,1472.0,,,0,1161000.0,1068705.0,0.0,0.0,Consumer credit,-6,
586287,406207,6453617,Closed,currency 1,-129,0,-113.0,-116.0,,0,45000.0,0.0,0.0,0.0,Consumer credit,-109,
862520,168962,6044632,Closed,currency 1,-1340,0,,-1230.0,,0,107730.0,,,0.0,Consumer credit,-707,
1273292,189746,5272427,Closed,currency 1,-1647,0,-1310.0,-1339.0,0.0,0,43205.4,0.0,0.0,0.0,Consumer credit,-1339,
459907,429031,5042172,Closed,currency 1,-1691,0,-1506.0,-1496.0,,0,77805.0,0.0,0.0,0.0,Consumer credit,-809,
1253741,387551,6620212,Closed,currency 1,-800,0,-465.0,-675.0,0.0,0,234915.75,0.0,0.0,0.0,Consumer credit,-675,
47129,410421,5218500,Active,currency 1,-186,0,1641.0,,0.0,0,954000.0,,,0.0,Consumer credit,-46,
1439564,238233,6694130,Active,currency 1,-690,0,1136.0,,,0,2250000.0,1676583.0,0.0,0.0,Consumer credit,-28,
202563,388918,5833345,Active,currency 1,-621,0,2.0,,,0,355500.0,29245.5,0.0,0.0,Credit card,-4,
1646318,373161,5557073,Closed,currency 1,-817,0,-452.0,-452.0,0.0,0,192332.25,0.0,0.0,0.0,Consumer credit,-449,
167723,389822,6367150,Closed,currency 1,-2531,0,-2410.0,-2410.0,,0,14832.0,0.0,,0.0,Consumer credit,-487,
1627430,194765,5566354,Closed,currency 1,-258,0,473.0,-155.0,,0,233437.5,0.0,0.0,0.0,Consumer credit,-86,
1284839,361957,5657464,Active,currency 1,-274,0,5209.0,,,0,3240000.0,1313397.0,0.0,0.0,Mortgage,-19,
851526,191421,6054819,Closed,currency 1,-2270,0,-1479.0,-1479.0,,0,329427.0,0.0,0.0,0.0,Consumer credit,-1478,
611739,108996,6398051,Closed,currency 1,-2793,0,-966.0,-1043.0,,0,360000.0,0.0,0.0,0.0,Consumer credit,-245,0.0
1047481,201730,6435984,Closed,currency 1,-643,0,-278.0,-278.0,0.0,0,74925.0,0.0,0.0,0.0,Consumer credit,-277,
718812,148411,6491504,Active,currency 1,-1205,0,602.0,,0.0,0,1372500.0,562819.5,0.0,0.0,Consumer credit,-7,13500.0
899553,395893,5467291,Closed,currency 1,-2477,0,-2233.0,-2120.0,,0,27099.0,0.0,0.0,0.0,Consumer credit,-2118,3384.0
797486,341662,5168839,Closed,currency 1,-1955,0,-1770.0,-1770.0,,0,41701.5,0.0,,0.0,Consumer credit,-1757,
1696305,253180,6654515,Closed,currency 1,-564,0,1262.0,-369.0,,0,245250.0,0.0,0.0,0.0,Consumer credit,-336,
234535,224783,5850195,Active,currency 1,-84,0,219.0,,0.0,0,67455.0,56835.0,0.0,0.0,Consumer credit,-32,
888783,186890,5816961,Closed,currency 1,-735,0,-5.0,-614.0,0.0,0,81000.0,,,0.0,Consumer credit,-614,
1602248,440282,5337437,Closed,currency 1,-1969,0,-143.0,-272.0,,0,202500.0,140620.5,,0.0,Credit card,-272,
1148292,174651,5607304,Closed,currency 1,-1397,0,-1216.0,-1216.0,,0,24745.5,0.0,,0.0,Consumer credit,-842,
121044,248920,6362108,Closed,currency 1,-1858,0,-1676.0,-1674.0,,0,49045.5,0.0,0.0,0.0,Consumer credit,-1577,
1404098,415504,5113093,Closed,currency 1,-629,0,-371.0,-371.0,0.0,0,282960.0,0.0,0.0,0.0,Consumer credit,-365,
1266602,378652,6393547,Closed,currency 1,-810,0,-686.0,-686.0,,0,34056.0,0.0,0.0,0.0,Consumer credit,-674,
1700017,443696,5564576,Closed,currency 1,-820,0,-366.0,-291.0,,0,0.0,0.0,0.0,0.0,Credit card,-286,
1195543,243285,5298959,Closed,currency 1,-644,0,-432.0,-545.0,,0,0.0,0.0,0.0,0.0,Credit card,-537,
44262,296046,5214854,Active,currency 1,-1102,0,-401.0,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-584,
380250,229918,5175747,Closed,currency 1,-2326,0,-896.0,-896.0,,0,675000.0,0.0,0.0,0.0,Consumer credit,-792,
436531,397141,5938916,Active,currency 1,-235,0,799.0,,,0,211617.0,181156.5,0.0,0.0,Consumer credit,-18,9229.5
633117,375926,6222654,Closed,currency 1,-1258,0,-950.0,-949.0,,0,56659.5,0.0,0.0,0.0,Consumer credit,-949,
1224211,330854,5619396,Active,currency 1,-92,0,1006.0,,0.0,0,1016051.535,986310.0,0.0,0.0,Consumer credit,-29,
1030221,364968,6189485,Active,currency 1,-296,0,,,,0,90000.0,,,0.0,Credit card,-294,
28588,173874,5798336,Closed,currency 1,-741,0,-376.0,-376.0,0.0,0,197766.0,0.0,0.0,0.0,Consumer credit,-375,
804493,344463,6512799,Active,currency 1,-155,0,1672.0,,0.0,0,1620000.0,,,0.0,Consumer credit,-22,
1208516,233993,5779027,Closed,currency 1,-548,0,-395.0,-121.0,,0,19251.0,,,0.0,Consumer credit,-121,
1201701,408894,6128350,Closed,currency 1,-2229,0,-2135.0,-1068.0,,0,135000.0,,,0.0,Consumer credit,-1065,0.0
1613523,288781,6690675,Active,currency 1,-294,0,802.0,,454.5,0,552825.0,467550.0,,0.0,Consumer credit,-8,25330.5
756506,290560,5504264,Active,currency 1,-331,0,765.0,,,0,324000.0,252139.5,0.0,0.0,Consumer credit,-27,
680069,288929,5304485,Closed,currency 1,-1208,0,-112.0,-508.0,0.0,0,450000.0,0.0,0.0,0.0,Consumer credit,-508,
32443,224739,5803122,Closed,currency 1,-2603,0,-1872.0,-1968.0,,0,231853.5,0.0,,0.0,Consumer credit,-1966,
1130886,285016,5515220,Closed,currency 1,-800,0,-494.0,-555.0,0.0,0,37350.0,0.0,0.0,0.0,Consumer credit,-553,
234446,396753,5850083,Closed,currency 1,-1202,0,-1111.0,-1111.0,0.0,0,19656.0,,,0.0,Consumer credit,-1105,
951550,210453,6392358,Active,currency 1,-323,0,225.0,,19119.915,0,351000.0,174559.5,0.0,0.0,Consumer credit,-16,0.0
678368,428226,5155008,Active,currency 1,-748,0,352.0,,598.5,0,225000.0,95131.395,0.0,0.0,Consumer credit,-8,
1578663,338113,6669947,Active,currency 1,-274,0,1552.0,,0.0,0,1498050.0,1374255.0,0.0,0.0,Consumer credit,-29,39604.5
36194,319415,5807734,Closed,currency 1,-2359,0,-1803.0,-1806.0,,0,112500.0,,,0.0,Consumer credit,-1806,0.0
966374,395260,6762768,Active,currency 1,-125,0,-3.0,,0.0,0,60970.905,31356.0,0.0,0.0,Consumer credit,-41,
1128513,113915,5512468,Active,currency 1,-124,0,31080.0,,,0,225000.0,156748.5,0.0,0.0,Credit card,-6,
417439,113384,5975386,Closed,currency 1,-1553,0,273.0,-1444.0,139.5,0,405000.0,,,0.0,Consumer credit,-1444,0.0
77309,237670,5255520,Active,currency 1,-404,0,328.0,,7059.645,0,170172.0,81387.0,0.0,0.0,Consumer credit,-8,
227173,228257,5050608,Active,currency 1,-835,0,2817.0,,,0,225000.0,204174.0,,0.0,Consumer credit,-18,51390.0
1420350,255691,6733476,Closed,currency 1,-2552,0,30910.0,-2398.0,,0,123300.0,0.0,0.0,0.0,Credit card,-756,0.0
141097,377467,6558401,Closed,currency 1,-2178,0,-1783.0,-1811.0,7245.0,0,70267.5,0.0,0.0,0.0,Consumer credit,-1811,
606591,257039,6465293,Closed,currency 1,-82,0,193.0,-19.0,,0,91476.0,0.0,0.0,0.0,Consumer credit,-18,0.0
306527,404759,5854462,Active,currency 1,-204,0,8.0,,,0,22500.0,27000.0,,0.0,Consumer credit,-2,0.0
1568702,328872,5751771,Active,currency 1,-293,0,1533.0,,,0,301500.0,274027.5,0.0,0.0,Consumer credit,-28,
270890,443496,5055247,Closed,currency 1,-637,0,-425.0,-425.0,0.0,0,124595.145,0.0,0.0,0.0,Consumer credit,-419,
59903,222662,5238350,Closed,currency 2,-2679,0,-852.0,-1823.0,,0,2927268.0,,,0.0,Consumer credit,-1823,
408921,323259,6423949,Closed,currency 1,-1986,0,-1254.0,-1729.0,,0,675000.0,,,0.0,Consumer credit,-1729,0.0
473600,239040,5105665,Closed,currency 1,-649,0,-589.0,-589.0,0.0,0,119016.0,0.0,0.0,0.0,Consumer credit,-588,
380650,343872,5176268,Closed,currency 1,-31,0,-24.0,-27.0,,0,13500.0,0.0,0.0,0.0,Consumer credit,-19,
424997,323464,5746173,Closed,currency 1,-1526,0,300.0,-568.0,,0,288153.0,0.0,0.0,0.0,Consumer credit,-23,
1163111,446623,6194018,Closed,currency 1,-1830,0,-735.0,-763.0,,0,190692.0,0.0,0.0,0.0,Consumer credit,-257,
1653765,419928,6005989,Active,currency 1,-1468,0,358.0,,,0,360000.0,78003.0,0.0,0.0,Consumer credit,-28,
1660989,450693,6646377,Closed,currency 1,-1746,0,-1562.0,-1562.0,0.0,0,42075.0,0.0,0.0,0.0,Consumer credit,-1560,
1474925,123301,5347121,Active,currency 1,-2206,0,-1093.0,,,0,135000.0,,,0.0,Consumer credit,-1094,
1557312,286103,5627060,Closed,currency 1,-1807,0,19.0,-50.0,0.0,0,675000.0,0.0,0.0,0.0,Consumer credit,-50,
1519856,389952,5326592,Closed,currency 1,-1543,0,-1178.0,-1334.0,,0,112500.0,0.0,0.0,0.0,Consumer credit,-67,
1460591,284444,5364311,Active,currency 1,-452,0,,,0.0,0,90000.0,84456.0,5540.445,0.0,Credit card,-24,
145784,297939,6545092,Active,currency 1,-334,0,762.0,,,0,676566.0,543447.0,0.0,0.0,Consumer credit,-22,28377.0
1343779,323332,6622854,Active,currency 1,-187,0,362.0,,0.0,0,82008.45,52870.5,0.0,0.0,Consumer credit,-34,
474196,278569,5106360,Closed,currency 1,-244,0,-154.0,-154.0,,0,902362.5,0.0,,0.0,Consumer credit,-154,
782474,301520,6086965,Closed,currency 1,-1098,0,-884.0,-974.0,,0,20169.9,0.0,,0.0,Consumer credit,-852,
10826,295286,6019732,Closed,currency 1,-1623,0,173.0,-525.0,,0,297000.0,0.0,0.0,0.0,Consumer credit,-276,0.0
1355139,311781,5438347,Closed,currency 1,-2071,0,-1706.0,-1540.0,,0,36450.0,0.0,,0.0,Consumer credit,-1734,0.0
1394822,251959,5317113,Closed,currency 1,-2348,0,30975.0,-1671.0,,0,45000.0,0.0,,0.0,Credit card,-1671,
745640,250841,5322112,Active,currency 1,-51,0,680.0,,,0,67778.19,65234.745,,0.0,Consumer credit,-8,
158066,410272,6596973,Closed,currency 1,-1768,0,-1464.0,-1464.0,0.0,0,120523.095,0.0,0.0,0.0,Consumer credit,-1464,
1581454,267388,6673310,Active,currency 1,-1092,0,,,2475.0,0,180000.0,174091.5,5908.5,0.0,Credit card,-9,
1612075,351350,6688996,Active,currency 1,-630,0,1196.0,,,0,292500.0,,,0.0,Consumer credit,-14,
490109,127926,5091092,Active,currency 1,-305,0,791.0,,,0,123318.0,98203.5,0.0,0.0,Consumer credit,-23,4428.0
834326,130986,6636919,Active,currency 1,-982,0,429.0,,,0,180000.0,130945.5,0.0,0.0,Credit card,-94,
1607372,410080,5343849,Active,currency 1,-2433,0,-2279.0,,5730.885,0,27936.0,0.0,0.0,0.0,Consumer credit,-130,27445.5
794834,143436,6032426,Active,currency 1,-155,0,210.0,,0.0,0,67500.0,,,0.0,Consumer credit,-19,0.0
1369315,174622,6711518,Closed,currency 1,-1032,0,-272.0,-575.0,,0,58113.0,0.0,,0.0,Consumer credit,-566,0.0
170043,180775,6369863,Closed,currency 1,-1557,0,-1356.0,-1356.0,6471.0,0,36850.5,,,0.0,Consumer credit,-1349,
1403028,298206,5139201,Active,currency 1,-24,0,,,,0,90000.0,,,0.0,Credit card,-21,
1624172,289764,5636655,Closed,currency 1,-2775,0,-2591.0,-740.0,,0,135000.0,0.0,0.0,0.0,Consumer credit,-738,0.0
247671,317287,5895651,Closed,currency 1,-923,0,-618.0,-587.0,,0,85455.0,0.0,0.0,0.0,Consumer credit,-586,
1303311,419421,5424193,Closed,currency 1,-573,0,-329.0,-480.0,0.0,0,117108.0,0.0,0.0,0.0,Consumer credit,-480,
556586,215094,6396946,Active,currency 1,-1234,0,9724.0,,0.0,0,387000.0,,,0.0,Credit card,-10,18261.0
1579199,256284,6670565,Closed,currency 1,-1622,0,-1255.0,-1255.0,,0,155700.0,0.0,0.0,0.0,Consumer credit,-1255,0.0
247286,429351,5895159,Closed,currency 1,-1593,0,-1044.0,-1228.0,0.0,0,137736.0,0.0,0.0,0.0,Consumer credit,-1227,
1446280,358494,6702328,Active,currency 1,-28,0,4.0,,,0,9000.0,9999.0,,0.0,Microloan,-4,
1323902,408825,5274798,Closed,currency 1,-2777,0,-2565.0,-2592.0,0.0,0,16776.0,0.0,0.0,0.0,Consumer credit,-2592,
1525130,138713,5357837,Closed,currency 1,-2239,0,-1935.0,-1947.0,,0,90000.0,0.0,0.0,0.0,Consumer credit,-646,
235876,281330,5851866,Active,currency 1,-1610,0,9348.0,,4216.5,0,63000.0,,,0.0,Credit card,-196,
1275187,407576,6206981,Active,currency 1,-107,0,258.0,,,0,68715.0,53001.0,0.0,0.0,Consumer credit,-12,6484.5
1290432,380451,5358943,Closed,currency 1,-1145,0,-840.0,-811.0,,0,135270.0,0.0,0.0,0.0,Consumer credit,-745,
1188062,226378,6806900,Closed,currency 1,-1070,0,-705.0,-741.0,,0,235723.5,0.0,0.0,0.0,Consumer credit,-15,13000.5
618893,256745,6406564,Closed,currency 1,-322,0,,-298.0,,0,13500.0,0.0,,0.0,Microloan,-298,0.0
451873,213987,5949827,Active,currency 1,-651,0,79.0,,,0,288000.0,41895.0,0.0,0.0,Consumer credit,-8,
606759,158831,6465483,Active,currency 1,-651,0,5984.0,,0.0,0,10125000.0,9891089.19,0.0,0.0,Mortgage,-13,130418.82
470230,313256,5101501,Closed,currency 1,-1513,0,-1210.0,-1206.0,0.0,0,59292.0,0.0,0.0,0.0,Consumer credit,-470,
1518522,260067,5324897,Closed,currency 1,-966,0,-418.0,-754.0,,0,104400.0,0.0,0.0,0.0,Consumer credit,-754,
787490,421483,6050610,Closed,currency 1,-1645,0,-1531.0,-1531.0,,0,29250.0,0.0,,0.0,Consumer credit,-1250,
118609,440188,5013864,Closed,currency 1,-912,0,-606.0,-637.0,2655.9,0,28350.0,0.0,0.0,0.0,Consumer credit,-634,
1332897,229438,6599009,Closed,currency 1,-2280,0,-2066.0,-2094.0,0.0,0,83291.85,0.0,0.0,0.0,Consumer credit,-2094,
1062372,302121,6477510,Closed,currency 1,-1624,0,-1531.0,-1531.0,,0,71050.5,0.0,,0.0,Consumer credit,-1137,
1553351,326701,6643185,Closed,currency 1,-644,0,-340.0,-396.0,,0,157950.0,0.0,0.0,0.0,Consumer credit,-395,0.0
1205622,403807,6389441,Closed,currency 1,-1629,0,-1386.0,-1386.0,,0,19152.0,0.0,,0.0,Consumer credit,-1233,
1242877,297065,5958052,Closed,currency 1,-1762,0,-1576.0,-1576.0,0.0,0,82129.5,0.0,0.0,0.0,Consumer credit,-1576,
226574,420443,5049887,Closed,currency 1,-946,0,-671.0,-671.0,0.0,0,207765.0,0.0,0.0,0.0,Consumer credit,-665,
786618,401887,6049595,Active,currency 1,-84,0,1135.0,,,0,450000.0,0.0,,0.0,Consumer credit,-20,
1183064,116655,5524921,Closed,currency 1,-899,0,-654.0,-684.0,,0,153489.6,0.0,,0.0,Consumer credit,-674,
39782,189381,5209313,Active,currency 1,-635,0,,,0.0,0,283500.0,280147.5,3351.555,0.0,Credit card,-20,
390319,348951,5188009,Closed,currency 1,-2294,0,-437.0,-2293.0,0.0,0,135000.0,0.0,0.0,0.0,Credit card,-2293,
155748,364702,6594233,Closed,currency 1,-582,0,-248.0,-277.0,,0,900000.0,0.0,,0.0,Consumer credit,-14,
851073,311062,6054298,Closed,currency 1,-822,0,-518.0,-518.0,0.0,0,32850.0,0.0,0.0,0.0,Consumer credit,-517,
568176,202500,5679382,Closed,currency 1,-1988,0,-162.0,-925.0,,0,607500.0,0.0,0.0,0.0,Consumer credit,-127,
912867,297031,5677479,Closed,currency 1,-2644,0,-1913.0,-2165.0,,0,1800000.0,0.0,,0.0,Consumer credit,-2162,23400.0
853266,414683,6056853,Active,currency 1,-1021,0,74.0,,,0,90000.0,70915.5,0.0,0.0,Consumer credit,-686,72009.0
1484559,157795,6112007,Closed,currency 1,-888,0,-702.0,-828.0,,0,23130.0,0.0,0.0,0.0,Consumer credit,-826,
933994,247937,5443433,Active,currency 1,-302,0,63.0,,0.0,0,95374.62,87926.265,0.0,0.0,Consumer credit,-156,
297374,392564,6581437,Closed,currency 1,-514,0,-458.0,-458.0,0.0,0,76500.0,0.0,0.0,0.0,Consumer credit,-456,
1174076,197106,5950340,Closed,currency 1,-2815,0,-2087.0,-2454.0,,0,697500.0,,,0.0,Consumer credit,-657,0.0
819319,245750,6793467,Active,currency 1,-1288,0,439.0,,,0,189000.0,176071.5,,0.0,Credit card,-18,0.0
743980,420037,5319989,Active,currency 1,-511,0,,,0.0,0,504000.0,0.0,504000.0,0.0,Credit card,-25,
1048824,253660,6745342,Closed,currency 1,-1485,0,-1334.0,-1334.0,,0,93330.0,0.0,0.0,0.0,Consumer credit,-159,
1524066,247626,5356493,Closed,currency 1,-1815,0,-1512.0,-1512.0,,0,149040.0,0.0,,0.0,Consumer credit,-1512,
1292065,197574,5920798,Active,currency 1,-387,0,10570.0,,0.0,0,90000.0,,,0.0,Credit card,-32,
20612,262718,5195044,Active,currency 1,-2693,0,-2312.0,,19989.27,0,135000.0,0.0,0.0,0.0,Credit card,-2329,
795931,111029,6033693,Closed,currency 1,-1616,0,-508.0,-591.0,,0,0.0,0.0,0.0,0.0,Credit card,-578,19621.395
693117,274402,6077667,Closed,currency 1,-515,0,-148.0,-148.0,0.0,0,83250.0,0.0,0.0,0.0,Consumer credit,-142,
761059,216157,5509858,Closed,currency 1,-358,0,-177.0,-358.0,,0,40743.0,0.0,0.0,0.0,Consumer credit,-353,8239.5
188625,438238,5786744,Closed,currency 1,-473,0,-382.0,-356.0,,0,50382.0,,,0.0,Consumer credit,-349,
502587,125100,6530316,Active,currency 1,-852,0,,,,0,135000.0,49185.0,,0.0,Credit card,-30,3640.5
53779,338860,5230931,Active,currency 1,-899,0,190.0,,,0,243000.0,65137.5,,0.0,Consumer credit,-29,8820.0
1335205,309162,6601884,Closed,currency 1,-1665,0,30929.0,-1390.0,,0,78300.0,0.0,0.0,0.0,Credit card,-737,0.0
1507663,292418,5996025,Closed,currency 1,-690,0,-614.0,-613.0,,0,13500.0,0.0,,0.0,Credit card,-608,
919490,140164,5070413,Closed,currency 1,-2260,0,-2076.0,-2137.0,0.0,0,17370.0,0.0,0.0,0.0,Consumer credit,-2137,
1470660,437826,5978182,Closed,currency 1,-478,0,-292.0,-285.0,,0,35118.0,0.0,0.0,0.0,Consumer credit,-284,
686088,334708,5312003,Closed,currency 1,-1039,0,88.0,-1007.0,0.0,0,292500.0,0.0,0.0,0.0,Consumer credit,-1007,
1314719,114745,5210424,Closed,currency 1,-1430,0,-1367.0,-1367.0,,0,9112.5,,,0.0,Consumer credit,-1367,
1244300,186139,5959681,Active,currency 1,-758,0,337.0,,,0,819234.0,263956.5,,0.0,Consumer credit,-9,0.0
1616094,362906,6497303,Closed,currency 1,-2748,0,-2536.0,-2566.0,0.0,0,36269.1,0.0,0.0,0.0,Consumer credit,-2566,
664237,409088,5016560,Closed,currency 1,-2306,0,-1943.0,-1202.0,,0,71325.0,,,0.0,Consumer credit,-1199,0.0
978081,426603,6209564,Closed,currency 1,-958,0,-629.0,-795.0,,0,0.0,0.0,0.0,0.0,Credit card,-519,
1324549,181570,5275629,Closed,currency 1,-1972,0,-1785.0,-1767.0,12064.095,0,69750.0,0.0,0.0,0.0,Consumer credit,-1765,
1236017,378110,5914955,Active,currency 1,-1484,0,776.0,,,0,0.0,0.0,0.0,0.0,Credit card,-5,
1401800,363449,6714341,Closed,currency 1,-292,0,-292.0,-292.0,0.0,0,0.0,0.0,0.0,0.0,Credit card,-292,
1539677,230011,5378253,Closed,currency 1,-563,0,-447.0,-447.0,0.0,0,22706.82,0.0,0.0,0.0,Consumer credit,-447,
255531,105251,5841026,Closed,currency 1,-1853,0,-1671.0,-1646.0,,0,36130.5,0.0,0.0,0.0,Consumer credit,-929,0.0
1276365,140136,6160708,Closed,currency 1,-152,0,-74.0,-69.0,,0,112500.0,0.0,0.0,0.0,Credit card,-67,0.0
311019,450822,5859800,Sold,currency 1,-1497,0,329.0,-1428.0,0.0,0,540000.0,0.0,0.0,0.0,Another type of loan,-1169,
1202693,454238,6129611,Active,currency 1,-1599,0,,,4004.37,0,0.0,99311.04,0.0,0.0,Credit card,-24,
342064,199848,5732138,Active,currency 1,-263,0,743.0,,,0,175500.0,142087.5,0.0,0.0,Consumer credit,-16,5179.5
1187522,284527,6806288,Closed,currency 1,-2067,0,-1822.0,-1914.0,,0,54436.5,0.0,0.0,0.0,Consumer credit,-1651,
1465508,254800,6750531,Active,currency 1,-177,0,31143.0,,,0,90000.0,46719.0,0.0,0.0,Credit card,-172,
1435089,291625,6723447,Closed,currency 1,-1009,0,-825.0,-811.0,16867.665,0,88627.95,0.0,0.0,0.0,Consumer credit,-809,
514713,367440,6457527,Closed,currency 1,-406,0,30901.0,-55.0,,0,0.0,0.0,0.0,0.0,Credit card,-41,0.0
1202751,434548,6129677,Active,currency 1,-376,0,354.0,,,0,166275.0,103243.5,,0.0,Consumer credit,-8,
1416747,397770,6172259,Active,currency 1,-446,0,,,0.0,0,369000.0,251041.5,94542.345,0.0,Credit card,-30,
1372449,323751,5381722,Active,currency 1,-426,0,670.0,,,0,924885.0,642091.5,0.0,0.0,Consumer credit,-17,
894402,147307,5461168,Closed,currency 1,-2385,0,-2050.0,-2079.0,13500.0,0,113006.25,0.0,0.0,0.0,Consumer credit,-2079,
1543836,373989,6679069,Active,currency 1,-848,0,278.0,,0.0,0,450000.0,20655.0,0.0,0.0,Consumer credit,-603,
1187400,373647,6806154,Closed,currency 1,-379,0,-168.0,-168.0,0.0,0,3375000.0,0.0,0.0,0.0,Consumer credit,-168,
212089,349436,6579815,Closed,currency 1,-484,0,1291.0,-272.0,,0,4500.0,0.0,,0.0,Credit card,-267,
100862,194167,6543174,Closed,currency 1,-627,0,103.0,-207.0,,0,157500.0,,,0.0,Consumer credit,-202,
987127,212504,5077953,Closed,currency 1,-1040,0,-273.0,-272.0,,0,45000.0,0.0,,0.0,Credit card,-268,
843116,104761,6272830,Active,currency 1,-491,0,1315.0,,,0,0.0,0.0,0.0,0.0,Credit card,-30,3996.0
698273,105132,6083821,Closed,currency 1,-2791,0,-2488.0,-2488.0,,0,46512.0,0.0,,0.0,Consumer credit,-804,
16779,105348,5190269,Closed,currency 1,-788,0,-58.0,-52.0,0.0,0,224955.0,0.0,0.0,0.0,Consumer credit,-51,
1668990,150314,5601623,Closed,currency 1,-1461,0,-1096.0,-1083.0,13033.71,0,71707.5,0.0,0.0,0.0,Consumer credit,-1086,
173987,264641,5572648,Closed,currency 1,-2352,0,-1987.0,-1987.0,,0,48226.5,0.0,,0.0,Consumer credit,-1711,
600338,402129,5144214,Active,currency 1,-900,0,10057.0,,0.0,0,153000.0,,,0.0,Credit card,-482,
1408924,310744,6107271,Closed,currency 1,-1305,0,-1000.0,-1028.0,0.0,0,144378.45,0.0,0.0,0.0,Consumer credit,-972,0.0
1152662,253030,5612651,Closed,currency 1,-797,0,-401.0,-430.0,,0,165420.0,0.0,,0.0,Consumer credit,-428,
816787,209693,6790521,Active,currency 1,-452,0,1374.0,,0.0,0,2250000.0,,,0.0,Consumer credit,-26,
1100401,445864,5775308,Active,currency 1,-146,0,220.0,,,0,8550.0,5944.5,0.0,0.0,Consumer credit,-20,859.5
1498282,297433,6342485,Closed,currency 1,-1086,0,-903.0,-897.0,2555.46,0,28880.775,0.0,0.0,0.0,Consumer credit,-687,
776001,148368,5393910,Closed,currency 1,-859,0,-500.0,-500.0,0.0,0,270000.0,,,0.0,Consumer credit,-500,
1424185,431804,6737909,Closed,currency 1,-486,0,242.0,-367.0,,0,105390.0,0.0,,0.0,Consumer credit,-277,
1584308,372259,6344427,Active,currency 1,-1554,0,-868.0,,0.0,0,4500.0,-66.735,4566.735,0.0,Credit card,-671,
311072,300666,5859859,Closed,currency 1,-2243,0,-1877.0,-1755.0,,0,19125.0,0.0,0.0,0.0,Consumer credit,-1655,
1329778,207462,5282053,Closed,currency 1,-537,0,-291.0,-291.0,0.0,0,76905.0,0.0,0.0,0.0,Consumer credit,-291,
168807,195479,6368400,Closed,currency 1,-1386,0,-274.0,-805.0,,0,562500.0,0.0,,0.0,Credit card,-333,
569542,309379,5680945,Closed,currency 1,-1509,0,317.0,-886.0,,0,666000.0,0.0,0.0,0.0,Consumer credit,-625,
963754,436418,6759551,Active,currency 1,-716,0,1134.0,,,0,18000.0,17074.89,925.11,0.0,Credit card,-41,
484372,135468,6136259,Active,currency 1,-332,0,1494.0,,,0,1450800.0,,,0.0,Consumer credit,-23,
912391,430794,5676897,Active,currency 1,-85,0,1011.0,,0.0,0,220794.39,208989.495,0.0,0.0,Consumer credit,-43,
603447,210753,5148148,Closed,currency 1,-2347,0,-2102.0,-2060.0,17050.5,0,120771.0,,,0.0,Consumer credit,-2056,
1019527,340830,5987104,Closed,currency 1,-1490,0,-1125.0,-1126.0,,0,76500.0,0.0,0.0,0.0,Consumer credit,-397,
1106482,365126,6179094,Closed,currency 1,-130,0,-98.0,-111.0,,0,22500.0,0.0,0.0,0.0,Consumer credit,-70,
12236,258144,6021343,Active,currency 1,-314,0,417.0,,0.0,0,180000.0,124578.0,0.0,0.0,Consumer credit,-10,7500.015
552640,127103,5047175,Active,currency 1,-1186,0,1018.0,,,0,162000.0,153756.0,0.0,0.0,Credit card,-23,
211719,398163,6579390,Active,currency 1,-216,0,1610.0,,,0,180000.0,83736.0,0.0,0.0,Consumer credit,-25,43650.0
179076,414855,5704040,Closed,currency 1,-2723,0,-2509.0,-2417.0,18492.66,0,21209.85,0.0,0.0,0.0,Consumer credit,-2417,
